episode,timestamp,user_id,max_denoise_steps_available,qos_required,qos_achieved,memory_required,memory_achieved,g_max,g_achieved,latency_requirement,latency_achieved,denoising_steps_selected,total_system_penalty,constraints_satisfied
7,2025-08-29T18:07:26.797991,5,50,30.0,0,0,0,0,0,0,0,0,0,False
7,2025-08-29T18:07:26.797991,6,50,30.0,0,0,0,0,0,0,0,0,0,False
7,2025-08-29T18:07:26.797991,7,50,30.0,0,0,0,0,0,0,0,0,0,False
7,2025-08-29T18:07:26.797991,8,50,30.0,0,0,0,0,0,0,0,0,0,False
7,2025-08-29T18:07:26.797991,9,50,30.0,0,0,0,0,0,0,0,0,0,False
8,2025-08-29T18:07:30.558998,0,50,30.0,0,0,0,0,0,0,0,0,0,False
8,2025-08-29T18:07:30.558998,1,50,30.0,0,0,0,0,0,0,0,0,0,False
8,2025-08-29T18:07:30.558998,2,50,30.0,0,0,0,0,0,0,0,0,0,False
8,2025-08-29T18:07:30.558998,3,50,30.0,0,0,0,0,0,0,0,0,0,False
8,2025-08-29T18:07:30.558998,4,50,30.0,0,0,0,0,0,0,0,0,0,False
8,2025-08-29T18:07:30.558998,5,50,30.0,0,0,0,0,0,0,0,0,0,False
8,2025-08-29T18:07:30.558998,6,50,30.0,0,0,0,0,0,0,0,0,0,False
8,2025-08-29T18:07:30.558998,7,50,30.0,0,0,0,0,0,0,0,0,0,False
8,2025-08-29T18:07:30.558998,8,50,30.0,0,0,0,0,0,0,0,0,0,False
8,2025-08-29T18:07:30.558998,9,50,30.0,0,0,0,0,0,0,0,0,0,False
9,2025-08-29T18:07:34.309259,0,50,30.0,0,0,0,0,0,0,0,0,0,False
9,2025-08-29T18:07:34.309259,1,50,30.0,0,0,0,0,0,0,0,0,0,False
9,2025-08-29T18:07:34.309259,2,50,30.0,0,0,0,0,0,0,0,0,0,False
9,2025-08-29T18:07:34.309259,3,50,30.0,0,0,0,0,0,0,0,0,0,False
9,2025-08-29T18:07:34.309259,4,50,30.0,0,0,0,0,0,0,0,0,0,False
9,2025-08-29T18:07:34.309259,5,50,30.0,0,0,0,0,0,0,0,0,0,False
9,2025-08-29T18:07:34.309259,6,50,30.0,0,0,0,0,0,0,0,0,0,False
9,2025-08-29T18:07:34.309259,7,50,30.0,0,0,0,0,0,0,0,0,0,False
9,2025-08-29T18:07:34.309259,8,50,30.0,0,0,0,0,0,0,0,0,0,False
9,2025-08-29T18:07:34.309259,9,50,30.0,0,0,0,0,0,0,0,0,0,False
10,2025-08-29T18:07:38.075741,0,50,30.0,0,0,0,0,0,0,0,0,0,False
10,2025-08-29T18:07:38.075741,1,50,30.0,0,0,0,0,0,0,0,0,0,False
10,2025-08-29T18:07:38.075741,2,50,30.0,0,0,0,0,0,0,0,0,0,False
10,2025-08-29T18:07:38.075741,3,50,30.0,0,0,0,0,0,0,0,0,0,False
10,2025-08-29T18:07:38.075741,4,50,30.0,0,0,0,0,0,0,0,0,0,False
10,2025-08-29T18:07:38.075741,5,50,30.0,0,0,0,0,0,0,0,0,0,False
10,2025-08-29T18:07:38.075741,6,50,30.0,0,0,0,0,0,0,0,0,0,False
10,2025-08-29T18:07:38.075741,7,50,30.0,0,0,0,0,0,0,0,0,0,False
10,2025-08-29T18:07:38.075741,8,50,30.0,0,0,0,0,0,0,0,0,0,False
10,2025-08-29T18:07:38.075741,9,50,30.0,0,0,0,0,0,0,0,0,0,False
11,2025-08-29T18:07:41.835891,0,50,30.0,0,0,0,0,0,0,0,0,0,False
11,2025-08-29T18:07:41.835891,1,50,30.0,0,0,0,0,0,0,0,0,0,False
11,2025-08-29T18:07:41.835891,2,50,30.0,0,0,0,0,0,0,0,0,0,False
11,2025-08-29T18:07:41.835891,3,50,30.0,0,0,0,0,0,0,0,0,0,False
11,2025-08-29T18:07:41.835891,4,50,30.0,0,0,0,0,0,0,0,0,0,False
11,2025-08-29T18:07:41.835891,5,50,30.0,0,0,0,0,0,0,0,0,0,False
11,2025-08-29T18:07:41.835891,6,50,30.0,0,0,0,0,0,0,0,0,0,False
11,2025-08-29T18:07:41.835891,7,50,30.0,0,0,0,0,0,0,0,0,0,False
11,2025-08-29T18:07:41.835891,8,50,30.0,0,0,0,0,0,0,0,0,0,False
11,2025-08-29T18:07:41.835891,9,50,30.0,0,0,0,0,0,0,0,0,0,False
12,2025-08-29T18:07:45.599231,0,50,30.0,0,0,0,0,0,0,0,0,0,False
12,2025-08-29T18:07:45.599231,1,50,30.0,0,0,0,0,0,0,0,0,0,False
12,2025-08-29T18:07:45.599231,2,50,30.0,0,0,0,0,0,0,0,0,0,False
12,2025-08-29T18:07:45.599231,3,50,30.0,0,0,0,0,0,0,0,0,0,False
12,2025-08-29T18:07:45.599231,4,50,30.0,0,0,0,0,0,0,0,0,0,False
12,2025-08-29T18:07:45.599231,5,50,30.0,0,0,0,0,0,0,0,0,0,False
12,2025-08-29T18:07:45.599231,6,50,30.0,0,0,0,0,0,0,0,0,0,False
12,2025-08-29T18:07:45.599231,7,50,30.0,0,0,0,0,0,0,0,0,0,False
12,2025-08-29T18:07:45.599231,8,50,30.0,0,0,0,0,0,0,0,0,0,False
12,2025-08-29T18:07:45.599231,9,50,30.0,0,0,0,0,0,0,0,0,0,False
13,2025-08-29T18:07:49.363633,0,50,30.0,0,0,0,0,0,0,0,0,0,False
13,2025-08-29T18:07:49.363633,1,50,30.0,0,0,0,0,0,0,0,0,0,False
13,2025-08-29T18:07:49.363633,2,50,30.0,0,0,0,0,0,0,0,0,0,False
13,2025-08-29T18:07:49.363633,3,50,30.0,0,0,0,0,0,0,0,0,0,False
13,2025-08-29T18:07:49.363633,4,50,30.0,0,0,0,0,0,0,0,0,0,False
13,2025-08-29T18:07:49.363633,5,50,30.0,0,0,0,0,0,0,0,0,0,False
13,2025-08-29T18:07:49.363633,6,50,30.0,0,0,0,0,0,0,0,0,0,False
13,2025-08-29T18:07:49.363633,7,50,30.0,0,0,0,0,0,0,0,0,0,False
13,2025-08-29T18:07:49.363633,8,50,30.0,0,0,0,0,0,0,0,0,0,False
13,2025-08-29T18:07:49.363633,9,50,30.0,0,0,0,0,0,0,0,0,0,False
14,2025-08-29T18:07:53.137492,0,50,30.0,0,0,0,0,0,0,0,0,0,False
14,2025-08-29T18:07:53.137492,1,50,30.0,0,0,0,0,0,0,0,0,0,False
14,2025-08-29T18:07:53.137492,2,50,30.0,0,0,0,0,0,0,0,0,0,False
14,2025-08-29T18:07:53.137492,3,50,30.0,0,0,0,0,0,0,0,0,0,False
14,2025-08-29T18:07:53.137492,4,50,30.0,0,0,0,0,0,0,0,0,0,False
14,2025-08-29T18:07:53.137492,5,50,30.0,0,0,0,0,0,0,0,0,0,False
14,2025-08-29T18:07:53.137492,6,50,30.0,0,0,0,0,0,0,0,0,0,False
14,2025-08-29T18:07:53.137492,7,50,30.0,0,0,0,0,0,0,0,0,0,False
14,2025-08-29T18:07:53.137492,8,50,30.0,0,0,0,0,0,0,0,0,0,False
14,2025-08-29T18:07:53.137492,9,50,30.0,0,0,0,0,0,0,0,0,0,False
15,2025-08-29T18:07:56.921436,0,50,30.0,0,0,0,0,0,0,0,0,0,False
15,2025-08-29T18:07:56.921436,1,50,30.0,0,0,0,0,0,0,0,0,0,False
15,2025-08-29T18:07:56.921436,2,50,30.0,0,0,0,0,0,0,0,0,0,False
15,2025-08-29T18:07:56.921436,3,50,30.0,0,0,0,0,0,0,0,0,0,False
15,2025-08-29T18:07:56.921436,4,50,30.0,0,0,0,0,0,0,0,0,0,False
15,2025-08-29T18:07:56.921436,5,50,30.0,0,0,0,0,0,0,0,0,0,False
15,2025-08-29T18:07:56.921436,6,50,30.0,0,0,0,0,0,0,0,0,0,False
15,2025-08-29T18:07:56.921436,7,50,30.0,0,0,0,0,0,0,0,0,0,False
15,2025-08-29T18:07:56.921436,8,50,30.0,0,0,0,0,0,0,0,0,0,False
15,2025-08-29T18:07:56.921436,9,50,30.0,0,0,0,0,0,0,0,0,0,False
16,2025-08-29T18:08:00.725599,0,50,30.0,0,0,0,0,0,0,0,0,0,False
16,2025-08-29T18:08:00.725599,1,50,30.0,0,0,0,0,0,0,0,0,0,False
16,2025-08-29T18:08:00.725599,2,50,30.0,0,0,0,0,0,0,0,0,0,False
16,2025-08-29T18:08:00.725599,3,50,30.0,0,0,0,0,0,0,0,0,0,False
16,2025-08-29T18:08:00.725599,4,50,30.0,0,0,0,0,0,0,0,0,0,False
16,2025-08-29T18:08:00.725599,5,50,30.0,0,0,0,0,0,0,0,0,0,False
16,2025-08-29T18:08:00.725599,6,50,30.0,0,0,0,0,0,0,0,0,0,False
16,2025-08-29T18:08:00.725599,7,50,30.0,0,0,0,0,0,0,0,0,0,False
16,2025-08-29T18:08:00.725599,8,50,30.0,0,0,0,0,0,0,0,0,0,False
16,2025-08-29T18:08:00.725599,9,50,30.0,0,0,0,0,0,0,0,0,0,False
17,2025-08-29T18:08:04.509890,0,50,30.0,0,0,0,0,0,0,0,0,0,False
17,2025-08-29T18:08:04.509890,1,50,30.0,0,0,0,0,0,0,0,0,0,False
17,2025-08-29T18:08:04.509890,2,50,30.0,0,0,0,0,0,0,0,0,0,False
17,2025-08-29T18:08:04.509890,3,50,30.0,0,0,0,0,0,0,0,0,0,False
17,2025-08-29T18:08:04.509890,4,50,30.0,0,0,0,0,0,0,0,0,0,False
17,2025-08-29T18:08:04.509890,5,50,30.0,0,0,0,0,0,0,0,0,0,False
17,2025-08-29T18:08:04.509890,6,50,30.0,0,0,0,0,0,0,0,0,0,False
17,2025-08-29T18:08:04.509890,7,50,30.0,0,0,0,0,0,0,0,0,0,False
17,2025-08-29T18:08:04.509890,8,50,30.0,0,0,0,0,0,0,0,0,0,False
17,2025-08-29T18:08:04.509890,9,50,30.0,0,0,0,0,0,0,0,0,0,False
18,2025-08-29T18:08:08.297910,0,50,30.0,0,0,0,0,0,0,0,0,0,False
18,2025-08-29T18:08:08.297910,1,50,30.0,0,0,0,0,0,0,0,0,0,False
18,2025-08-29T18:08:08.297910,2,50,30.0,0,0,0,0,0,0,0,0,0,False
18,2025-08-29T18:08:08.297910,3,50,30.0,0,0,0,0,0,0,0,0,0,False
18,2025-08-29T18:08:08.297910,4,50,30.0,0,0,0,0,0,0,0,0,0,False
18,2025-08-29T18:08:08.297910,5,50,30.0,0,0,0,0,0,0,0,0,0,False
18,2025-08-29T18:08:08.297910,6,50,30.0,0,0,0,0,0,0,0,0,0,False
18,2025-08-29T18:08:08.297910,7,50,30.0,0,0,0,0,0,0,0,0,0,False
18,2025-08-29T18:08:08.297910,8,50,30.0,0,0,0,0,0,0,0,0,0,False
18,2025-08-29T18:08:08.297910,9,50,30.0,0,0,0,0,0,0,0,0,0,False
19,2025-08-29T18:08:12.074026,0,50,30.0,0,0,0,0,0,0,0,0,0,False
19,2025-08-29T18:08:12.074026,1,50,30.0,0,0,0,0,0,0,0,0,0,False
19,2025-08-29T18:08:12.074026,2,50,30.0,0,0,0,0,0,0,0,0,0,False
19,2025-08-29T18:08:12.074026,3,50,30.0,0,0,0,0,0,0,0,0,0,False
19,2025-08-29T18:08:12.074026,4,50,30.0,0,0,0,0,0,0,0,0,0,False
19,2025-08-29T18:08:12.074026,5,50,30.0,0,0,0,0,0,0,0,0,0,False
19,2025-08-29T18:08:12.074026,6,50,30.0,0,0,0,0,0,0,0,0,0,False
19,2025-08-29T18:08:12.074026,7,50,30.0,0,0,0,0,0,0,0,0,0,False
19,2025-08-29T18:08:12.074026,8,50,30.0,0,0,0,0,0,0,0,0,0,False
19,2025-08-29T18:08:12.074026,9,50,30.0,0,0,0,0,0,0,0,0,0,False
20,2025-08-29T18:08:15.861190,0,50,30.0,0,0,0,0,0,0,0,0,0,False
20,2025-08-29T18:08:15.861190,1,50,30.0,0,0,0,0,0,0,0,0,0,False
20,2025-08-29T18:08:15.861190,2,50,30.0,0,0,0,0,0,0,0,0,0,False
20,2025-08-29T18:08:15.861190,3,50,30.0,0,0,0,0,0,0,0,0,0,False
20,2025-08-29T18:08:15.861190,4,50,30.0,0,0,0,0,0,0,0,0,0,False
20,2025-08-29T18:08:15.861190,5,50,30.0,0,0,0,0,0,0,0,0,0,False
20,2025-08-29T18:08:15.861190,6,50,30.0,0,0,0,0,0,0,0,0,0,False
20,2025-08-29T18:08:15.861190,7,50,30.0,0,0,0,0,0,0,0,0,0,False
20,2025-08-29T18:08:15.861190,8,50,30.0,0,0,0,0,0,0,0,0,0,False
20,2025-08-29T18:08:15.861190,9,50,30.0,0,0,0,0,0,0,0,0,0,False
21,2025-08-29T18:08:19.638213,0,50,30.0,0,0,0,0,0,0,0,0,0,False
21,2025-08-29T18:08:19.638213,1,50,30.0,0,0,0,0,0,0,0,0,0,False
21,2025-08-29T18:08:19.638213,2,50,30.0,0,0,0,0,0,0,0,0,0,False
21,2025-08-29T18:08:19.638213,3,50,30.0,0,0,0,0,0,0,0,0,0,False
21,2025-08-29T18:08:19.638213,4,50,30.0,0,0,0,0,0,0,0,0,0,False
21,2025-08-29T18:08:19.638213,5,50,30.0,0,0,0,0,0,0,0,0,0,False
21,2025-08-29T18:08:19.638213,6,50,30.0,0,0,0,0,0,0,0,0,0,False
21,2025-08-29T18:08:19.638213,7,50,30.0,0,0,0,0,0,0,0,0,0,False
21,2025-08-29T18:08:19.638213,8,50,30.0,0,0,0,0,0,0,0,0,0,False
21,2025-08-29T18:08:19.638213,9,50,30.0,0,0,0,0,0,0,0,0,0,False
22,2025-08-29T18:08:23.419026,0,50,30.0,0,0,0,0,0,0,0,0,0,False
22,2025-08-29T18:08:23.419026,1,50,30.0,0,0,0,0,0,0,0,0,0,False
22,2025-08-29T18:08:23.419026,2,50,30.0,0,0,0,0,0,0,0,0,0,False
22,2025-08-29T18:08:23.419026,3,50,30.0,0,0,0,0,0,0,0,0,0,False
22,2025-08-29T18:08:23.419026,4,50,30.0,0,0,0,0,0,0,0,0,0,False
22,2025-08-29T18:08:23.419026,5,50,30.0,0,0,0,0,0,0,0,0,0,False
22,2025-08-29T18:08:23.419026,6,50,30.0,0,0,0,0,0,0,0,0,0,False
22,2025-08-29T18:08:23.419026,7,50,30.0,0,0,0,0,0,0,0,0,0,False
22,2025-08-29T18:08:23.419026,8,50,30.0,0,0,0,0,0,0,0,0,0,False
22,2025-08-29T18:08:23.419026,9,50,30.0,0,0,0,0,0,0,0,0,0,False
23,2025-08-29T18:08:27.193320,0,50,30.0,0,0,0,0,0,0,0,0,0,False
23,2025-08-29T18:08:27.193320,1,50,30.0,0,0,0,0,0,0,0,0,0,False
23,2025-08-29T18:08:27.193320,2,50,30.0,0,0,0,0,0,0,0,0,0,False
23,2025-08-29T18:08:27.193320,3,50,30.0,0,0,0,0,0,0,0,0,0,False
23,2025-08-29T18:08:27.193320,4,50,30.0,0,0,0,0,0,0,0,0,0,False
23,2025-08-29T18:08:27.193320,5,50,30.0,0,0,0,0,0,0,0,0,0,False
23,2025-08-29T18:08:27.193320,6,50,30.0,0,0,0,0,0,0,0,0,0,False
23,2025-08-29T18:08:27.193320,7,50,30.0,0,0,0,0,0,0,0,0,0,False
23,2025-08-29T18:08:27.193320,8,50,30.0,0,0,0,0,0,0,0,0,0,False
23,2025-08-29T18:08:27.193320,9,50,30.0,0,0,0,0,0,0,0,0,0,False
24,2025-08-29T18:08:30.981132,0,50,30.0,0,0,0,0,0,0,0,0,0,False
24,2025-08-29T18:08:30.981132,1,50,30.0,0,0,0,0,0,0,0,0,0,False
24,2025-08-29T18:08:30.981132,2,50,30.0,0,0,0,0,0,0,0,0,0,False
24,2025-08-29T18:08:30.981132,3,50,30.0,0,0,0,0,0,0,0,0,0,False
24,2025-08-29T18:08:30.981132,4,50,30.0,0,0,0,0,0,0,0,0,0,False
24,2025-08-29T18:08:30.981132,5,50,30.0,0,0,0,0,0,0,0,0,0,False
24,2025-08-29T18:08:30.981132,6,50,30.0,0,0,0,0,0,0,0,0,0,False
24,2025-08-29T18:08:30.981132,7,50,30.0,0,0,0,0,0,0,0,0,0,False
24,2025-08-29T18:08:30.981132,8,50,30.0,0,0,0,0,0,0,0,0,0,False
24,2025-08-29T18:08:30.981132,9,50,30.0,0,0,0,0,0,0,0,0,0,False
25,2025-08-29T18:08:34.936677,0,50,30.0,0,0,0,0,0,0,0,0,0,False
25,2025-08-29T18:08:34.936677,1,50,30.0,0,0,0,0,0,0,0,0,0,False
25,2025-08-29T18:08:34.936677,2,50,30.0,0,0,0,0,0,0,0,0,0,False
25,2025-08-29T18:08:34.936677,3,50,30.0,0,0,0,0,0,0,0,0,0,False
25,2025-08-29T18:08:34.936677,4,50,30.0,0,0,0,0,0,0,0,0,0,False
25,2025-08-29T18:08:34.936677,5,50,30.0,0,0,0,0,0,0,0,0,0,False
25,2025-08-29T18:08:34.936677,6,50,30.0,0,0,0,0,0,0,0,0,0,False
25,2025-08-29T18:08:34.936677,7,50,30.0,0,0,0,0,0,0,0,0,0,False
25,2025-08-29T18:08:34.936677,8,50,30.0,0,0,0,0,0,0,0,0,0,False
25,2025-08-29T18:08:34.936677,9,50,30.0,0,0,0,0,0,0,0,0,0,False
26,2025-08-29T18:08:38.921571,0,50,30.0,0,0,0,0,0,0,0,0,0,False
26,2025-08-29T18:08:38.921571,1,50,30.0,0,0,0,0,0,0,0,0,0,False
26,2025-08-29T18:08:38.921571,2,50,30.0,0,0,0,0,0,0,0,0,0,False
26,2025-08-29T18:08:38.921571,3,50,30.0,0,0,0,0,0,0,0,0,0,False
26,2025-08-29T18:08:38.921571,4,50,30.0,0,0,0,0,0,0,0,0,0,False
26,2025-08-29T18:08:38.921571,5,50,30.0,0,0,0,0,0,0,0,0,0,False
26,2025-08-29T18:08:38.921571,6,50,30.0,0,0,0,0,0,0,0,0,0,False
26,2025-08-29T18:08:38.921571,7,50,30.0,0,0,0,0,0,0,0,0,0,False
26,2025-08-29T18:08:38.921571,8,50,30.0,0,0,0,0,0,0,0,0,0,False
26,2025-08-29T18:08:38.921571,9,50,30.0,0,0,0,0,0,0,0,0,0,False
27,2025-08-29T18:08:42.822431,0,50,30.0,0,0,0,0,0,0,0,0,0,False
27,2025-08-29T18:08:42.822431,1,50,30.0,0,0,0,0,0,0,0,0,0,False
27,2025-08-29T18:08:42.822431,2,50,30.0,0,0,0,0,0,0,0,0,0,False
27,2025-08-29T18:08:42.822431,3,50,30.0,0,0,0,0,0,0,0,0,0,False
27,2025-08-29T18:08:42.822431,4,50,30.0,0,0,0,0,0,0,0,0,0,False
27,2025-08-29T18:08:42.822431,5,50,30.0,0,0,0,0,0,0,0,0,0,False
27,2025-08-29T18:08:42.822431,6,50,30.0,0,0,0,0,0,0,0,0,0,False
27,2025-08-29T18:08:42.822431,7,50,30.0,0,0,0,0,0,0,0,0,0,False
27,2025-08-29T18:08:42.822431,8,50,30.0,0,0,0,0,0,0,0,0,0,False
27,2025-08-29T18:08:42.822431,9,50,30.0,0,0,0,0,0,0,0,0,0,False
28,2025-08-29T18:08:46.368660,0,50,30.0,0,0,0,0,0,0,0,0,0,False
28,2025-08-29T18:08:46.368660,1,50,30.0,0,0,0,0,0,0,0,0,0,False
28,2025-08-29T18:08:46.368660,2,50,30.0,0,0,0,0,0,0,0,0,0,False
28,2025-08-29T18:08:46.368660,3,50,30.0,0,0,0,0,0,0,0,0,0,False
28,2025-08-29T18:08:46.368660,4,50,30.0,0,0,0,0,0,0,0,0,0,False
28,2025-08-29T18:08:46.368660,5,50,30.0,0,0,0,0,0,0,0,0,0,False
28,2025-08-29T18:08:46.368660,6,50,30.0,0,0,0,0,0,0,0,0,0,False
28,2025-08-29T18:08:46.368660,7,50,30.0,0,0,0,0,0,0,0,0,0,False
28,2025-08-29T18:08:46.368660,8,50,30.0,0,0,0,0,0,0,0,0,0,False
28,2025-08-29T18:08:46.368660,9,50,30.0,0,0,0,0,0,0,0,0,0,False
29,2025-08-29T18:08:50.063113,0,50,30.0,0,0,0,0,0,0,0,0,0,False
29,2025-08-29T18:08:50.063113,1,50,30.0,0,0,0,0,0,0,0,0,0,False
29,2025-08-29T18:08:50.063113,2,50,30.0,0,0,0,0,0,0,0,0,0,False
29,2025-08-29T18:08:50.063113,3,50,30.0,0,0,0,0,0,0,0,0,0,False
29,2025-08-29T18:08:50.063113,4,50,30.0,0,0,0,0,0,0,0,0,0,False
29,2025-08-29T18:08:50.063113,5,50,30.0,0,0,0,0,0,0,0,0,0,False
29,2025-08-29T18:08:50.063113,6,50,30.0,0,0,0,0,0,0,0,0,0,False
29,2025-08-29T18:08:50.063113,7,50,30.0,0,0,0,0,0,0,0,0,0,False
29,2025-08-29T18:08:50.063113,8,50,30.0,0,0,0,0,0,0,0,0,0,False
29,2025-08-29T18:08:50.063113,9,50,30.0,0,0,0,0,0,0,0,0,0,False
